city_name,date,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,co,dew,humidity,no2,o3,pm10,pm25,precipitation,pressure,so2,temperature,wind gust,wind speed
Paris,2020-12-11,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,8.0,92.8,17.8,10.8,13.0,34.0,,990.0,1.1,8.8,7.7,3.2
Paris,2020-12-12,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,6.5,93.0,11.0,14.0,14.0,33.0,,997.5,0.7,8.0,9.0,5.9
Paris,2020-12-13,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,4.0,91.0,11.9,13.2,13.0,33.0,,1009.8,0.8,5.6,7.0,2.8
Paris,2020-12-14,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,9.0,87.0,17.3,7.3,13.0,30.0,,1006.1,0.4,10.5,9.6,6.0
Paris,2020-12-15,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,9.0,92.8,20.3,9.6,15.0,30.0,,1009.5,0.7,10.0,5.6,3.0
Paris,2020-12-16,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.5,93.0,20.0,6.0,19.0,45.0,,1012.2,0.6,7.5,2.1,3.6
Paris,2020-12-17,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,8.0,91.5,20.0,11.5,17.0,39.0,,1020.3,0.6,9.5,8.0,3.3
Paris,2020-12-18,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.5,92.4,20.9,5.7,21.0,49.0,,1018.4,0.9,7.7,3.1,3.8
Paris,2020-12-19,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,8.0,90.0,14.4,8.8,16.0,44.0,,1012.7,0.5,10.0,8.0,2.5
Paris,2020-12-20,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.5,90.0,11.4,16.6,19.0,37.0,,1017.8,0.2,9.4,7.4,2.5
Paris,2020-12-21,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,9.5,93.0,12.0,11.7,11.0,27.0,,1014.0,0.3,9.0,14.1,6.0
Paris,2020-12-22,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,13.0,90.8,8.7,14.5,7.0,14.0,,1015.5,0.5,14.0,16.1,6.3
Paris,2020-12-23,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,11.0,90.6,10.0,14.2,12.0,26.0,,1010.8,0.7,12.7,12.0,6.0
Paris,2020-12-24,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,5.0,87.4,10.1,18.9,10.0,24.0,,1014.5,0.5,7.2,16.7,7.2
Paris,2020-12-25,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,1.5,86.0,9.1,20.6,10.0,27.0,,1026.5,0.2,3.8,11.2,4.8
Paris,2020-12-26,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,1.0,87.5,13.2,15.4,16.0,45.0,,1025.9,0.7,4.0,9.7,4.1
Paris,2020-12-27,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,4.0,91.0,5.0,24.3,6.0,18.0,,986.3,0.7,5.5,19.8,10.2
Paris,2020-12-28,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,2.0,92.0,12.1,19.6,9.0,28.0,,975.1,0.8,3.8,9.4,3.5
Paris,2020-12-29,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,3.0,92.4,14.5,13.0,11.0,39.0,,991.0,0.9,4.2,8.1,2.6
Paris,2020-12-30,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,3.0,90.5,13.9,13.2,14.0,48.0,,1004.1,0.3,5.0,8.3,2.5
Paris,2020-12-31,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,2.0,88.8,14.1,12.7,10.0,40.0,,1001.8,0.7,4.4,9.6,3.3
Paris,2021-01-01,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-1.0,86.5,19.1,3.1,27.0,75.0,,1010.0,0.7,1.1,4.6,2.0
Paris,2021-01-02,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-2.5,90.0,22.0,0.9,45.0,116.0,,1013.5,1.7,2.0,3.0,1.8
Paris,2021-01-03,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,1.0,89.0,16.0,2.3,33.0,91.0,,1012.9,1.1,2.7,6.0,2.5
Paris,2021-01-04,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,0.5,87.0,12.1,2.5,22.0,68.0,,1012.5,0.9,2.7,7.4,2.5
Paris,2021-01-05,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,1.0,87.2,13.5,0.8,26.0,77.0,,1013.6,1.1,2.7,8.8,2.8
Paris,2021-01-06,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,1.5,88.8,14.0,0.8,29.0,85.0,,1015.1,1.0,3.0,6.3,2.1
Paris,2021-01-07,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,1.0,89.3,17.1,4.0,25.0,73.0,,1016.0,0.8,2.7,5.1,1.5
Paris,2021-01-08,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,0.0,86.0,24.3,4.4,25.0,61.0,,1017.0,0.7,2.0,3.4,1.5
Paris,2021-01-09,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-1.0,86.0,20.3,2.4,29.0,82.0,,1022.0,0.8,0.9,8.4,3.0
Paris,2021-01-10,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-1.0,89.0,16.2,9.0,24.0,72.0,,1024.4,1.1,0.3,5.8,2.6
Paris,2021-01-11,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-0.5,86.0,26.0,4.0,39.0,87.0,,1023.2,0.5,3.6,7.3,3.6
Paris,2021-01-12,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.0,90.9,12.8,17.0,13.0,41.0,,1015.2,0.6,7.2,16.5,5.8
Paris,2021-01-13,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.0,92.5,15.6,18.3,12.0,37.0,,1019.7,0.1,8.8,10.0,3.8
Paris,2021-01-14,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,8.0,90.4,9.2,19.4,7.0,25.0,,1015.1,0.2,8.9,17.2,6.4
Paris,2021-01-15,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-1.5,79.8,13.1,9.6,21.0,64.0,,1026.0,0.9,2.2,14.4,6.8
Paris,2021-01-16,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-1.0,83.0,15.9,8.3,21.0,70.0,,1025.0,0.7,0.2,6.0,2.3
Paris,2021-01-17,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,3.0,86.0,14.7,15.7,17.0,50.0,,1022.5,0.8,5.2,6.5,2.0
Paris,2021-01-18,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,2.0,86.0,18.9,14.5,21.0,52.0,,1026.1,0.7,5.0,7.0,3.0
Paris,2021-01-19,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,3.5,85.5,13.8,19.3,17.0,48.0,,1014.8,1.3,5.6,16.3,6.6
Paris,2021-01-20,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,2.0,67.0,12.3,18.2,15.0,41.0,,999.5,0.4,8.6,14.0,5.0
Paris,2021-01-21,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.5,86.5,9.6,23.8,11.0,26.0,,991.8,0.5,8.8,18.0,9.0
Paris,2021-01-22,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,3.5,86.2,19.5,16.1,14.0,35.0,,995.1,1.2,5.8,6.0,2.3
Paris,2021-01-23,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,2.0,90.0,11.0,17.8,11.0,35.0,,995.6,1.0,3.3,10.0,4.0
Paris,2021-01-24,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-0.5,90.0,14.1,16.1,15.0,51.0,,999.3,1.0,1.5,8.0,2.5
Paris,2021-01-25,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,0.0,80.4,14.9,19.8,15.0,35.0,,1006.8,1.2,2.4,13.0,5.0
Paris,2021-01-26,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-2.0,78.0,19.8,15.0,20.0,51.0,,1020.0,0.6,3.0,7.3,3.0
Paris,2021-01-27,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,4.0,93.0,19.4,5.1,16.0,52.0,,1014.0,0.2,5.7,6.7,2.0
Paris,2021-01-28,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,10.5,91.4,11.3,14.0,8.0,24.0,,1007.2,0.2,12.0,14.5,4.7
Paris,2021-01-29,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.0,82.2,7.7,25.1,14.0,33.0,,1003.0,0.3,10.6,17.5,7.0
Paris,2021-01-30,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,8.0,91.0,11.5,19.7,18.0,43.0,,994.8,0.8,10.0,7.5,3.0
Paris,2021-01-31,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.0,93.0,13.2,6.7,11.0,46.0,,995.2,0.8,8.8,5.3,2.5
Paris,2021-02-01,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.5,87.0,12.6,15.1,10.0,27.0,,993.8,1.1,9.0,9.1,3.3
Paris,2021-02-02,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,9.0,85.8,10.5,19.3,12.0,30.0,,1001.0,0.6,12.0,13.8,5.9
Paris,2021-02-03,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,8.5,84.8,9.0,24.6,12.0,25.0,,999.5,0.3,11.1,15.6,6.2
Paris,2021-02-04,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.5,88.2,23.0,9.3,20.0,38.0,,1010.5,0.3,8.5,4.3,3.0
Paris,2021-02-05,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.0,87.0,21.8,7.8,25.0,54.0,,1010.0,0.3,9.5,5.5,2.5
Paris,2021-02-06,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.0,93.0,15.9,12.9,12.0,43.0,,1003.8,0.4,8.0,6.6,2.5
Paris,2021-02-07,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,1.0,92.6,9.3,11.7,13.0,51.0,,997.0,0.4,1.8,9.2,3.3
Paris,2021-02-08,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-3.5,83.0,13.9,9.8,31.0,84.0,,997.5,1.1,-0.6,6.7,2.5
Paris,2021-02-09,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-4.5,86.0,15.7,8.7,33.0,89.0,,1002.0,1.0,-2.2,6.6,2.5
Paris,2021-02-10,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-8.0,74.5,13.5,14.5,28.0,79.0,,1009.0,1.1,-2.7,13.2,5.9
Paris,2021-02-11,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-7.5,68.4,15.9,16.5,24.0,66.0,,1024.3,0.6,-2.2,8.6,3.0
Paris,2021-02-12,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-9.0,62.0,12.8,19.2,20.0,53.0,,1024.8,1.6,-2.2,9.5,3.3
Paris,2021-02-13,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-11.0,57.4,14.9,20.3,20.0,53.0,,1031.3,0.8,-2.5,6.5,2.1
Paris,2021-02-14,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,-7.5,60.2,13.3,22.0,21.0,59.0,,1032.0,1.8,-0.5,4.4,3.0
Paris,2021-02-15,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,2.0,76.4,19.7,10.5,26.0,59.0,,1025.0,1.0,6.3,9.1,3.3
Paris,2021-02-16,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,5.0,80.5,16.6,13.2,14.0,41.0,,1016.7,0.3,9.1,10.3,4.3
Paris,2021-02-17,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.5,84.0,15.5,21.9,19.0,37.0,,1017.7,0.4,9.0,11.8,4.8
Paris,2021-02-18,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,5.5,83.5,19.9,15.8,14.0,34.0,,1009.5,,7.7,8.2,3.3
Paris,2021-02-19,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.0,87.3,20.6,16.5,14.0,38.0,,1014.6,0.5,8.6,4.0,3.6
Paris,2021-02-20,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.5,68.2,13.9,21.7,26.0,45.0,,1010.0,0.1,13.1,5.1,4.6
Paris,2021-02-21,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,5.0,64.0,14.5,22.8,20.0,40.0,,1010.6,0.7,13.0,5.0,3.3
Paris,2021-02-22,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.0,66.4,31.9,4.8,51.0,64.0,,1016.6,0.7,13.0,2.1,2.8
Paris,2021-02-23,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,9.0,75.2,15.5,14.8,37.0,60.0,,1028.9,0.1,13.8,7.8,4.2
Paris,2021-02-24,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,8.0,73.0,19.7,10.2,52.0,76.0,,1029.0,0.6,13.5,6.0,2.0
Paris,2021-02-25,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.0,73.3,20.3,12.5,55.0,80.0,,1026.1,0.3,13.0,6.4,3.0
Paris,2021-02-26,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,6.0,67.2,12.8,22.7,18.0,50.0,,1034.2,1.2,9.5,9.7,4.3
Paris,2021-02-27,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,2.0,75.0,12.9,18.6,22.0,56.0,,1037.1,0.5,6.1,9.4,3.8
Paris,2021-02-28,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,1.5,70.7,10.8,14.5,27.0,75.0,,1032.2,0.6,5.9,8.0,2.8
Paris,2021-03-01,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,1.5,67.3,22.2,13.7,26.0,64.0,,1028.1,0.8,7.1,2.6,3.8
Paris,2021-03-02,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,3.0,70.0,34.2,2.1,53.0,105.0,,1027.1,0.6,9.6,3.0,2.0
Paris,2021-03-03,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.0,66.5,35.1,16.3,57.0,101.0,,1027.4,0.7,12.2,3.0,1.5
Paris,2021-03-04,1.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,7.5,85.4,14.3,18.1,24.0,62.0,,1021.1,0.3,9.8,8.1,3.2
Paris,2021-03-05,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,-2.0,61.7,9.9,23.2,16.0,47.0,,1026.0,0.7,5.0,13.0,5.0
Paris,2021-03-06,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,-4.5,55.7,13.5,17.1,17.0,53.0,,1028.8,0.3,3.8,7.8,3.6
Paris,2021-03-07,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,-3.5,64.0,14.7,13.7,25.0,73.0,,1023.7,1.1,3.9,7.8,2.8
Paris,2021-03-08,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,-3.0,65.6,16.0,18.1,33.0,85.0,,1021.6,0.7,3.6,7.2,3.0
Paris,2021-03-09,1.0,-3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,0.5,66.0,23.6,12.9,38.0,83.0,,1020.0,0.7,7.5,5.8,2.5
Paris,2021-03-10,1.0,-3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,0.5,70.0,22.2,18.0,42.0,88.0,,1016.3,0.3,7.9,18.7,7.3
Paris,2021-03-11,1.0,-3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.0,78.5,7.4,25.9,11.0,23.0,,1005.5,0.8,10.1,23.3,10.1
Paris,2021-03-12,1.0,-3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,4.0,81.0,8.6,26.2,17.0,30.0,,1011.1,0.5,7.4,15.4,6.1
Paris,2021-03-13,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,4.0,81.0,7.6,29.0,10.0,25.0,,1003.6,0.2,8.1,21.2,9.5
Paris,2021-03-14,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,3.0,76.6,6.0,27.4,13.0,30.0,,1016.4,0.3,7.6,15.8,5.0
Paris,2021-03-15,1.0,-3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,5.0,82.8,10.7,27.5,13.0,31.0,,1018.2,0.2,8.0,15.2,6.3
Paris,2021-03-16,1.0,-3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,5.5,91.0,17.1,12.8,20.0,57.0,,1026.0,0.7,7.4,6.2,3.4
Paris,2021-03-17,1.0,-3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,4.0,81.6,9.6,23.1,17.0,40.0,,1028.0,1.1,7.2,18.0,9.2
Paris,2021-03-18,1.0,-3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,3.0,84.0,13.6,21.7,14.0,35.0,,1025.6,0.4,6.1,11.0,4.8
Paris,2021-03-19,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,0.5,69.1,10.4,25.1,15.0,45.0,,1021.6,1.0,5.4,15.7,6.2
Paris,2021-03-20,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,0.5,73.2,12.8,19.5,24.0,66.0,,1028.1,1.3,5.2,9.8,4.1
Paris,2021-03-21,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,2.5,84.0,10.5,18.7,18.0,57.0,,1025.2,0.1,6.9,10.0,5.6
Paris,2021-03-22,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,1.0,69.8,10.7,28.6,20.0,45.0,,1026.1,0.8,6.5,8.6,3.8
Paris,2021-03-23,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,1.0,70.0,28.0,20.1,35.0,74.0,,1025.9,1.2,8.5,2.1,1.2
Paris,2021-03-24,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,2.0,66.0,26.0,13.6,38.0,87.0,,1022.3,1.3,11.4,6.0,2.1
Paris,2021-03-25,1.0,-3.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,5.0,75.1,19.2,20.1,28.0,67.0,,1021.0,1.0,9.8,4.3,1.3
Paris,2021-03-26,1.0,-3.0,2.0,4.0,0.0,-2.0,-2.0,3.0,0.1,4.0,75.3,16.8,23.0,19.0,43.0,,1017.8,0.3,8.4,10.8,5.3
Paris,2021-03-27,1.0,-3.0,2.0,4.0,0.0,-2.0,-2.0,3.0,0.1,2.5,68.0,6.4,28.8,13.0,27.0,,1026.2,0.1,9.4,14.5,4.8
Paris,2021-03-28,1.0,-3.0,2.0,4.0,0.0,-2.0,-2.0,3.0,0.1,3.0,57.6,11.6,25.0,17.0,39.0,,1028.3,0.6,12.5,7.1,2.5
Paris,2021-03-29,1.0,-3.0,2.0,4.0,0.0,-2.0,-2.0,3.0,0.1,2.5,52.0,30.8,8.6,23.0,54.0,,1029.0,0.6,13.8,1.2,1.8
Paris,2021-03-30,1.0,-3.0,2.0,4.0,0.0,-2.0,-2.0,3.0,0.1,5.5,52.6,34.7,25.3,36.0,56.0,,1027.6,1.6,15.9,1.0,2.0
Paris,2021-03-31,1.0,-3.0,2.0,4.0,0.0,-2.0,-2.0,3.0,0.1,6.0,55.4,40.6,3.0,51.0,80.0,,1021.1,0.4,16.5,1.2,1.5
Paris,2021-04-01,1.0,-3.0,2.0,4.0,0.0,-2.0,-2.0,3.0,0.1,8.5,62.0,38.3,12.2,55.0,83.0,,1018.9,0.7,17.0,4.0,1.8
Paris,2021-04-02,1.0,-3.0,2.0,4.0,0.0,-2.0,-2.0,3.0,0.1,2.5,69.1,11.2,24.8,33.0,61.0,,1022.4,0.3,10.3,15.7,6.1
Paris,2021-04-03,1.0,2.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,0.5,65.0,8.3,30.1,24.0,57.0,,1025.9,0.2,7.4,15.8,5.4
Paris,2021-04-04,1.0,2.0,2.0,4.0,0.0,2.0,-2.0,3.0,0.1,2.0,71.0,8.4,27.4,30.0,65.0,,1025.0,0.8,7.2,10.1,3.3
Paris,2021-04-05,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,2.0,83.2,8.6,26.1,23.0,58.0,,1016.2,1.4,5.0,11.0,2.6
Paris,2021-04-06,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-5.0,62.1,11.8,24.1,16.0,34.0,,1019.0,0.8,3.4,8.7,3.0
Paris,2021-04-07,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-4.0,56.0,8.7,31.6,14.0,36.0,,1023.6,0.8,5.4,6.6,2.5
Paris,2021-04-08,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-1.0,58.2,18.1,29.0,24.0,49.0,,1024.2,1.4,7.8,2.3,1.0
Paris,2021-04-09,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,0.5,65.5,29.3,17.0,33.0,68.0,,1014.0,1.0,9.5,3.1,1.8
Paris,2021-04-10,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,9.0,91.5,10.4,25.0,13.0,45.0,,1009.2,0.5,9.5,5.0,2.0
Paris,2021-04-11,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,2.5,80.6,7.9,25.3,11.0,39.0,,1013.0,0.5,6.6,13.1,4.8
Paris,2021-04-12,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-1.0,72.7,12.1,26.4,15.0,43.0,,1028.2,0.4,6.0,5.4,2.3
Paris,2021-04-13,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-1.0,56.0,10.3,24.3,17.0,56.0,,1031.0,0.1,6.4,7.2,2.5
Paris,2021-04-14,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-2.5,53.0,17.1,30.9,24.0,59.0,,1029.3,0.9,7.4,7.8,3.1
Paris,2021-04-15,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-1.0,62.5,12.2,26.0,24.0,59.0,,1028.0,0.8,6.9,9.8,3.1
Paris,2021-04-16,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-1.0,55.1,16.5,18.4,21.0,60.0,,1026.0,1.2,8.5,8.8,3.0
Paris,2021-04-17,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,1.0,59.0,11.3,34.0,24.0,65.0,,1024.0,0.7,9.0,12.8,4.6
Paris,2021-04-18,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,3.0,65.0,9.7,29.8,24.0,63.0,,1022.1,1.7,8.5,7.3,2.1
Paris,2021-04-19,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,3.0,60.0,16.6,24.6,29.0,65.0,,1020.4,1.5,11.3,2.4,1.5
Paris,2021-04-20,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,4.0,56.0,22.7,22.2,31.0,68.0,,1015.9,1.4,13.5,1.5,1.2
Paris,2021-04-21,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,5.5,64.0,19.7,36.5,44.0,95.0,,1015.8,0.6,13.5,4.3,1.8
Paris,2021-04-22,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,2.5,61.3,10.9,28.3,27.0,55.0,,1021.7,1.3,11.5,9.8,3.8
Paris,2021-04-23,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,0.0,44.0,14.9,27.3,27.0,51.0,,1024.1,0.8,13.0,4.6,1.1
Paris,2021-04-24,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,1.0,45.5,11.4,37.6,23.0,54.0,,1022.0,0.9,13.5,6.4,2.0
Paris,2021-04-25,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,1.0,51.1,6.7,32.1,22.0,51.0,,1021.0,1.1,11.9,11.8,4.6
Paris,2021-04-26,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-0.5,47.2,8.6,30.4,22.0,46.0,,1015.4,1.2,12.0,12.2,4.1
Paris,2021-04-27,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,-1.5,39.0,17.8,38.6,29.0,60.0,,1007.5,0.7,12.6,6.1,2.0
Paris,2021-04-28,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,1.0,54.6,21.1,30.7,35.0,61.0,,1002.1,0.9,12.7,3.0,1.3
Paris,2021-04-29,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,3.5,66.0,12.0,30.1,33.0,73.0,,1008.0,0.2,10.0,7.5,2.8
Paris,2021-04-30,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,0.0,53.0,12.6,34.2,24.0,55.0,,1012.3,0.1,10.5,4.0,1.5
Paris,2021-05-01,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,3.5,65.5,11.4,31.0,22.0,64.0,,1013.3,0.6,9.8,4.0,1.5
Paris,2021-05-02,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.1,3.0,72.5,8.8,32.3,21.0,63.0,,1019.9,0.3,8.7,3.5,1.8
Paris,2021-05-03,1.0,3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,1.0,55.5,19.1,29.4,26.0,62.0,,1020.2,0.4,13.2,15.3,4.8
Paris,2021-05-04,1.0,3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,4.0,64.0,7.2,31.7,16.0,29.0,,1006.4,0.4,12.5,20.5,7.9
Paris,2021-05-05,1.0,3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,2.0,69.0,8.5,27.2,17.0,27.0,,1011.4,0.2,9.0,15.6,4.2
Paris,2021-05-06,1.0,3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,6.0,84.0,16.0,20.4,11.0,23.0,,1007.0,0.4,8.4,2.8,1.5
Paris,2021-05-07,1.0,3.0,2.0,4.0,0.0,2.0,0.0,3.0,0.1,2.0,58.7,13.3,17.8,15.0,45.0,,1016.7,0.4,11.3,4.8,1.8
