iso_alpha_2,iso_alpha_3,country_name,date,stringency_index,government_response_index,containment_health_index
CZ,CZE,Czechia,2021-11-21,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-22,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-23,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-24,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-25,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-26,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-27,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-28,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-29,52.78,63.54,60.12
CZ,CZE,Czechia,2021-11-30,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-01,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-02,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-03,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-04,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-05,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-06,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-07,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-08,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-09,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-10,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-11,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-12,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-13,52.78,63.54,60.12
CZ,CZE,Czechia,2021-12-14,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-15,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-16,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-17,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-18,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-19,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-20,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-21,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-22,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-23,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-24,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-25,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-26,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-27,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-28,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-29,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-30,47.22,60.42,56.55
CZ,CZE,Czechia,2021-12-31,47.22,60.42,56.55
CZ,CZE,Czechia,2022-01-01,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-02,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-03,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-04,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-05,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-06,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-07,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-08,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-09,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-10,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-11,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-12,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-13,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-14,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-15,47.22,62.5,58.93
CZ,CZE,Czechia,2022-01-16,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-17,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-18,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-19,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-20,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-21,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-22,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-23,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-24,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-25,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-26,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-27,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-28,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-29,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-30,47.22,56.25,58.93
CZ,CZE,Czechia,2022-01-31,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-01,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-02,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-03,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-04,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-05,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-06,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-07,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-08,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-09,41.67,53.12,55.36
CZ,CZE,Czechia,2022-02-10,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-11,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-12,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-13,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-14,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-15,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-16,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-17,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-18,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-19,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-20,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-21,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-22,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-23,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-24,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-25,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-26,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-27,37.96,51.04,52.98
CZ,CZE,Czechia,2022-02-28,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-01,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-02,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-03,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-04,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-05,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-06,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-07,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-08,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-09,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-10,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-11,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-12,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-13,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-14,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-15,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-16,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-17,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-18,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-19,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-20,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-21,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-22,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-23,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-24,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-25,37.96,51.04,52.98
CZ,CZE,Czechia,2022-03-26,20.37,39.06,39.29
CZ,CZE,Czechia,2022-03-27,20.37,39.06,39.29
CZ,CZE,Czechia,2022-03-28,20.37,39.06,39.29
CZ,CZE,Czechia,2022-03-29,20.37,39.06,39.29
CZ,CZE,Czechia,2022-03-30,20.37,39.06,39.29
CZ,CZE,Czechia,2022-03-31,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-01,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-02,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-03,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-04,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-05,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-06,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-07,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-08,20.37,39.06,39.29
CZ,CZE,Czechia,2022-04-09,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-10,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-11,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-12,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-13,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-14,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-15,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-16,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-17,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-18,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-19,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-20,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-21,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-22,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-23,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-24,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-25,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-26,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-27,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-28,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-29,14.81,35.94,35.71
CZ,CZE,Czechia,2022-04-30,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-01,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-02,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-03,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-04,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-05,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-06,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-07,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-08,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-09,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-10,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-11,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-12,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-13,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-14,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-15,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-16,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-17,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-18,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-19,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-20,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-21,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-22,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-23,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-24,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-25,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-26,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-27,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-28,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-29,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-30,14.81,35.94,35.71
CZ,CZE,Czechia,2022-05-31,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-01,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-02,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-03,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-04,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-05,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-06,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-07,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-08,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-09,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-10,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-11,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-12,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-13,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-14,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-15,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-16,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-17,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-18,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-19,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-20,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-21,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-22,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-23,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-24,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-25,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-26,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-27,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-28,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-29,14.81,34.38,33.93
CZ,CZE,Czechia,2022-06-30,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-01,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-02,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-03,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-04,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-05,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-06,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-07,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-08,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-09,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-10,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-11,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-12,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-13,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-14,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-15,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-16,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-17,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-18,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-19,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-20,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-21,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-22,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-23,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-24,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-25,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-26,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-27,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-28,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-29,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-30,14.81,34.38,33.93
CZ,CZE,Czechia,2022-07-31,14.81,34.38,33.93
CZ,CZE,Czechia,2022-08-01,14.81,34.38,33.93
CZ,CZE,Czechia,2022-08-02,14.81,34.38,33.93
CZ,CZE,Czechia,2022-08-03,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-04,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-05,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-06,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-07,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-08,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-09,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-10,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-11,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-12,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-13,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-14,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-15,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-16,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-17,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-18,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-19,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-20,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-21,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-22,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-23,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-24,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-25,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-26,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-27,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-28,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-29,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-30,11.11,20.31,23.21
CZ,CZE,Czechia,2022-08-31,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-01,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-02,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-03,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-04,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-05,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-06,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-07,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-08,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-09,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-10,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-11,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-12,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-13,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-14,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-15,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-16,11.11,20.31,23.21
CZ,CZE,Czechia,2022-09-17,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-18,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-19,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-20,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-21,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-22,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-23,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-24,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-25,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-26,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-27,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-28,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-29,11.11,18.75,21.43
CZ,CZE,Czechia,2022-09-30,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-01,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-02,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-03,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-04,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-05,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-06,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-07,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-08,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-09,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-10,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-11,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-12,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-13,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-14,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-15,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-16,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-17,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-18,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-19,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-20,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-21,11.11,20.31,23.21
CZ,CZE,Czechia,2022-10-22,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-23,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-24,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-25,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-26,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-27,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-28,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-29,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-30,11.11,18.23,20.83
CZ,CZE,Czechia,2022-10-31,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-01,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-02,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-03,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-04,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-05,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-06,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-07,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-08,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-09,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-10,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-11,11.11,18.23,20.83
CZ,CZE,Czechia,2022-11-12,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-13,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-14,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-15,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-16,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-17,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-18,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-19,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-20,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-21,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-22,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-23,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-24,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-25,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-26,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-27,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-28,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-29,11.11,16.67,19.05
CZ,CZE,Czechia,2022-11-30,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-01,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-02,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-03,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-04,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-05,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-06,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-07,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-08,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-09,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-10,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-11,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-12,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-13,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-14,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-15,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-16,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-17,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-18,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-19,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-20,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-21,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-22,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-23,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-24,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-25,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-26,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-27,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-28,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-29,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-30,11.11,16.67,19.05
CZ,CZE,Czechia,2022-12-31,11.11,16.67,19.05
CZ,CZE,Czechia,2023-01-01,,,
CZ,CZE,Czechia,2023-01-02,,,
CZ,CZE,Czechia,2023-01-03,,,
CZ,CZE,Czechia,2023-01-04,,,
CZ,CZE,Czechia,2023-01-05,,,
CZ,CZE,Czechia,2023-01-06,,,
CZ,CZE,Czechia,2023-01-07,,,
CZ,CZE,Czechia,2023-01-08,,,
CZ,CZE,Czechia,2023-01-09,,,
CZ,CZE,Czechia,2023-01-10,,,
CZ,CZE,Czechia,2023-01-11,,,
CZ,CZE,Czechia,2023-01-12,,,
CZ,CZE,Czechia,2023-01-13,,,
CZ,CZE,Czechia,2023-01-14,,,
CZ,CZE,Czechia,2023-01-15,,,
CZ,CZE,Czechia,2023-01-16,,,
CZ,CZE,Czechia,2023-01-17,,,
CZ,CZE,Czechia,2023-01-18,,,
CZ,CZE,Czechia,2023-01-19,,,
CZ,CZE,Czechia,2023-01-20,,,
CZ,CZE,Czechia,2023-01-21,,,
CZ,CZE,Czechia,2023-01-22,,,
CZ,CZE,Czechia,2023-01-23,,,
CZ,CZE,Czechia,2023-01-24,,,
CZ,CZE,Czechia,2023-01-25,,,
CZ,CZE,Czechia,2023-01-26,,,
CZ,CZE,Czechia,2023-01-27,,,
CZ,CZE,Czechia,2023-01-28,,,
CZ,CZE,Czechia,2023-01-29,,,
CZ,CZE,Czechia,2023-01-30,,,
CZ,CZE,Czechia,2023-01-31,,,
CZ,CZE,Czechia,2023-02-01,,,
CZ,CZE,Czechia,2023-02-02,,,
CZ,CZE,Czechia,2023-02-03,,,
CZ,CZE,Czechia,2023-02-04,,,
CZ,CZE,Czechia,2023-02-05,,,
CZ,CZE,Czechia,2023-02-06,,,
CZ,CZE,Czechia,2023-02-07,,,
CZ,CZE,Czechia,2023-02-08,,,
CZ,CZE,Czechia,2023-02-09,,,
CZ,CZE,Czechia,2023-02-10,,,
