id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
5eda1083,2022-04-16,26955613.0,140952.0,,266145045.0,143243566.0,54436312.0,53513990.0,24894.0,1630.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-17,27042263.0,140987.0,,266225969.0,143246268.0,54436507.0,53514214.0,24922.0,1636.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-18,27062073.0,141035.0,,266336550.0,143250870.0,54436708.0,53514572.0,24990.0,1635.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-19,27083370.0,141216.0,,266844800.0,143298058.0,54438255.0,53516451.0,25277.0,1681.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-20,27239081.0,141443.0,,267194592.0,143345946.0,54440264.0,53519063.0,25179.0,1677.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-21,27343088.0,141628.0,,267511566.0,143398085.0,54441780.0,53520891.0,25018.0,1684.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-22,27416764.0,141763.0,,267824494.0,143457720.0,54443660.0,53523293.0,24883.0,1645.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-23,27497335.0,141838.0,,268080940.0,143478995.0,54444811.0,53524775.0,24840.0,1636.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-24,27556289.0,141878.0,,268157396.0,143482781.0,54445060.0,53525101.0,24888.0,1640.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-25,27567552.0,142074.0,,268539795.0,143518394.0,54446368.0,53526715.0,24980.0,1659.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-26,27665050.0,142244.0,,268821438.0,143575366.0,54447995.0,53528682.0,24703.0,1667.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-27,27719872.0,142389.0,,269083919.0,143623028.0,54449960.0,53530965.0,24431.0,1658.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-28,27779632.0,142521.0,,269318791.0,143676181.0,54451531.0,53532831.0,24130.0,1629.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-29,27829894.0,142678.0,,269553935.0,143735868.0,54453542.0,53536470.0,23579.0,1591.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-04-30,27879376.0,142739.0,,269748985.0,143758441.0,54454767.0,53540666.0,23302.0,1562.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-01,27916102.0,142771.0,,269804752.0,143760903.0,54454988.0,53540895.0,23327.0,1557.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-02,27924839.0,142951.0,,270121686.0,143795579.0,54457352.0,53542961.0,23211.0,1511.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-03,27978577.0,143062.0,,270357434.0,143849349.0,54459419.0,53545090.0,22849.0,1498.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-04,28026502.0,143176.0,,270583611.0,143892415.0,54461345.0,53547392.0,22319.0,1465.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-05,28070727.0,143298.0,,270786651.0,143943924.0,54463141.0,53549410.0,21880.0,1447.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-06,28108929.0,143408.0,,270989812.0,144001997.0,54465359.0,53551736.0,21277.0,1408.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-07,28146887.0,143470.0,,271167032.0,144021068.0,54466569.0,53552991.0,20963.0,1397.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-08,28176211.0,143524.0,,271222300.0,144024458.0,54466836.0,53553279.0,20939.0,1403.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-09,28181004.0,143655.0,,271522026.0,144058355.0,54468240.0,53554693.0,20835.0,1380.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-10,28229588.0,143772.0,,271746429.0,144116167.0,54470043.0,53556989.0,20499.0,1364.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-11,28269887.0,143868.0,,271957980.0,144159892.0,54472047.0,53559315.0,20152.0,1329.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-12,28305934.0,143952.0,,272149243.0,144211383.0,54473642.0,53561132.0,19762.0,1292.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-13,28334484.0,144048.0,,272343434.0,144268334.0,54475627.0,53563201.0,19272.0,1233.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-14,28364943.0,144059.0,,272507721.0,144287848.0,54476777.0,53564408.0,18901.0,1213.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-15,28387787.0,144066.0,,272561974.0,144291329.0,54477060.0,53564711.0,18935.0,1214.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-16,28391147.0,144269.0,,272836856.0,144324344.0,54478260.0,53565959.0,18742.0,1199.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-17,28429331.0,144351.0,,273040279.0,144378255.0,54479853.0,53567630.0,18290.0,1173.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-18,28493347.0,144431.0,,273227526.0,144419586.0,54481669.0,53569587.0,17883.0,1149.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-19,28521189.0,144498.0,,273391935.0,144470124.0,54483120.0,53571223.0,17531.0,1115.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-20,28540650.0,144563.0,,273553282.0,144527913.0,54484996.0,53573303.0,17141.0,1095.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-21,28563157.0,144565.0,,273693246.0,144546349.0,54486155.0,53574617.0,16935.0,1085.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-22,28580122.0,144568.0,,273739949.0,144549403.0,54486396.0,53574880.0,16941.0,1081.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-23,28550384.0,144700.0,,273968595.0,144581961.0,54487572.0,53576291.0,16785.0,1074.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-24,28575859.0,144779.0,,274124250.0,144636515.0,54489114.0,53578027.0,16510.0,1072.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-25,28597865.0,144830.0,,274274012.0,144675361.0,54490928.0,53580107.0,16133.0,1043.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-26,28619099.0,144858.0,,274318480.0,144678874.0,54491144.0,53580400.0,16015.0,1033.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-27,28623271.0,144903.0,,274468858.0,144713298.0,54492534.0,53582070.0,15811.0,1024.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-28,28646853.0,144903.0,,274597237.0,144725953.0,54493203.0,53582922.0,15652.0,1022.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-29,28663293.0,144904.0,,274643959.0,144728099.0,54493360.0,53583122.0,15646.0,1014.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-30,28667966.0,145025.0,,274881488.0,144757385.0,54494386.0,53584371.0,15488.0,992.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-05-31,28703050.0,145101.0,,275065759.0,144806882.0,54495874.0,53586020.0,15118.0,952.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-01,28721343.0,145138.0,,275242616.0,144847308.0,54497628.0,53588276.0,14850.0,929.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-02,28744662.0,145172.0,,275398207.0,144898319.0,54499108.0,53589994.0,14640.0,926.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-03,28769716.0,145210.0,,275545462.0,144955288.0,54500837.0,53592048.0,14419.0,917.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-04,28794888.0,145213.0,,275683338.0,144971940.0,54501812.0,53593125.0,14274.0,917.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-05,28815430.0,145216.0,,275729335.0,144974441.0,54501993.0,53593332.0,14285.0,914.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-06,28821614.0,145216.0,,275806901.0,144980046.0,54502889.0,53594413.0,14302.0,907.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-07,28825328.0,145332.0,,276086031.0,145029713.0,54504388.0,53596207.0,14275.0,895.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-08,28879130.0,145409.0,,276290902.0,145071966.0,54505973.0,53598149.0,14189.0,895.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-09,28917357.0,145439.0,,276474915.0,145125833.0,54507270.0,53599705.0,14158.0,876.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-10,28917357.0,145439.0,,276659374.0,145188594.0,54508901.0,53601866.0,14028.0,869.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-11,28917263.0,145478.0,,276823686.0,145208354.0,54509863.0,53602991.0,14061.0,875.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-12,28917263.0,145478.0,,276873219.0,145211847.0,54510066.0,53603246.0,14080.0,871.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-13,28917263.0,145478.0,,277173514.0,145245667.0,54511193.0,53604590.0,14125.0,865.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-14,29081355.0,145613.0,,277410226.0,145304962.0,54512540.0,53606188.0,14072.0,854.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-15,29133309.0,145662.0,,277643262.0,145349210.0,54514069.0,53608123.0,13910.0,847.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-16,29186390.0,145711.0,,277850447.0,145402298.0,54515258.0,53609404.0,13914.0,846.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-17,29236926.0,145754.0,,278058786.0,145465863.0,54516752.0,53611192.0,13895.0,845.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-18,29236926.0,145754.0,,278238869.0,145483939.0,54517609.0,53612230.0,13876.0,829.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-19,29236926.0,145754.0,,278293830.0,145487159.0,54517792.0,53612438.0,13932.0,830.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
5eda1083,2022-06-20,29338883.0,145821.0,,278658140.0,145525103.0,54518819.0,53613642.0,14190.0,849.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,35.94,23.15,41.07,0.0,1,France,,,46.23,2.21,66977107.0,FRA,FR,250.0,EUR,,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,FR,,FRA
